Unnamed: 0,time,similar_mols,smiles
8846,0.0090092599999934,"[('CC(C)(C)NC(=O)c1cc(-c2cc(F)cc(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1', 0.8205128205128205), ('COc1ccc(C=C(C)c2cc(-c3cc(F)cc(C(F)(F)F)c3)cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)cc1', 0.8048780487804879), ('CC(C)(C)NC(=S)NNC(=O)c1cc(-c2cc(F)cc(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1', 0.7804878048780488)]",COC(=O)C(CC(C)C)c1cc(-c2cc(F)cc(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1
2022,0.0684851799999933,"[('CCSCCOC(=O)N1C[C@H](Oc2nc(-c3ccccn3)nc3ccsc23)C[C@H]1C(=O)OC', 0.9230769230769231), ('COC(=O)[C@@H]1C[C@@H](Oc2nc(-c3ccccn3)nc3ccsc23)CN1C(=O)OCCN(C)C', 0.9230769230769231), ('COC(=O)[C@@H]1C[C@@H](Oc2nc(-c3ccccn3)nc3ccsc23)CN1C(=O)CCCl', 0.8709677419354839)]",COC(=O)[C@@H]1C[C@@H](Oc2nc(-c3ccccn3)nc3ccsc23)CN1C(=O)OC(C)(C)C
27107,0.0092871399999921,"[('CC(=O)Nc1cccc2c1C(=O)CCN2CCN', 0.972972972972973), ('CC(=O)Nc1ccc(C)c2c1C(=O)CCN2CC#N', 0.9473684210526315), ('CC(=O)Nc1ccc(C)c2c1C(=O)CCN2C', 0.9444444444444444)]",CC(=O)Nc1ccc(C)c2c1C(=O)CCN2CCN
45603,0.0010622200000398,"[('Cn1c(CCN2CCC(COc3ccccc3)CC2)cncc1=O', 0.9795918367346939), ('C=CCc1ccccc1OCC1CCN(CCc2cncc(=O)n2C)CC1', 0.9230769230769231), ('Cn1c(CCN2CCC(COc3ccccc3C(N)=O)CC2)cncc1=O', 0.9230769230769231)]",Cn1c(CCN2CCC(COc3ccccc3F)CC2)cncc1=O
47191,0.0001711399999976,"[('CCNC(=O)CC#N', 0.35294117647058826), ('C=CCNC(=S)NCC', 0.3333333333333333), ('CCN=C(C#N)NCC', 0.3333333333333333)]",CCNc1ccccc1
39263,0.0022019000000227,"[('COC(=O)Cn1cc2ccc(-c3cc([C@@H]4CCCNC4)n4ncnc(N)c34)cc2n1', 0.8387096774193549), ('CCCCCn1cc2ccc(-c3cc([C@@H]4CCCNC4)n4ncnc(N)c34)cc2n1', 0.8387096774193549), ('CCOC(=O)Cn1cc2ccc(-c3cc([C@@H]4CCCNC4)n4ncnc(N)c34)cc2n1', 0.8253968253968254)]",Nc1ncnn2c([C@@H]3CCCNC3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12
22787,1.452813859999992,"[('COC(=O)c1cccc(CS(=O)(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCNC(=N)NC#N)C(C)C)c1', 0.8157894736842105), ('COC(=O)c1cccc(CS(=O)(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)OCC#N)C(C)C)c1', 0.8157894736842105), ('COC(=O)c1cccc(CS(=O)(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)OCC#N)C(C)C)c1', 0.7948717948717948)]",COC(=O)c1cccc(CS(=O)(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCc2ccc(C#N)cc2)C(C)C)c1
12432,0.0002985799999578,"[('Brc1cccc(OC2CCO2)c1', 0.5833333333333334), ('Brc1cccc(-n2ccnc2)c1', 0.5833333333333334), ('Brc1cccc(Oc2cnccn2)c1', 0.5384615384615384)]",CC(=O)CCc1cccc(Br)c1
21909,0.0002321400000255,"[('CC[C@H](N)C(=O)N1CCC1', 0.9523809523809523), ('COC(=O)[C@@H](N)C(C)C', 0.7), ('CCOC(=O)[C@@H](N)C(C)C', 0.6666666666666666)]",CC(C)[C@H](N)C(=O)N1CCC1
23932,668.76861828,"[('COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OCc4ccccc4)C[C@@H](COC(C)=O)[C@@H]3c3ccc(CCOOC(C)(C)OC)cc3)cc21', 0.8571428571428571), ('COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OCc4ccccc4)C[C@@H](COC(C)=O)[C@@H]3c3ccc(CSc4cccc(OC)c4)cc3)cc21', 0.8490566037735849), ('COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OCc4ccccc4)C[C@@H](COC(C)=O)[C@@H]3c3ccc(CNC(=S)NNC(=O)OC)cc3)cc21', 0.8490566037735849)]",COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OCc4ccccc4)C[C@@H](COC(C)=O)[C@@H]3c3ccc(COC[C@@H](C)COC)cc3)cc21
23639,0.0029177599999457,"[('CC1CSC2=C(O1)c1cc(-n3ccnc3)ccc1C(=O)C2=O', 0.7555555555555555), ('CC1CSC2=C(O1)c1cc(N=NN3CCCC3)ccc1C(=O)C2=O', 0.723404255319149), ('CC1CSC2=C(O1)c1cc(SCc3cccnc3)ccc1C(=O)C2=O', 0.7083333333333334)]",CC1CSC2=C(O1)c1cc(-c3ccccc3)ccc1C(=O)C2=O
29939,0.0004773999999997,"[('COCCn1nc(C(C)(C)C)nc1CC=O', 0.9696969696969697), ('CCCCn1nc(C(C)(C)C)nc1CC(=O)O', 0.8823529411764706), ('CCCCCn1nc(C(C)(C)C)nc1CC(=O)O', 0.8571428571428571)]",COCCn1nc(C(C)(C)C)nc1CC(=O)O
9464,0.00046540000003,"[('NNC(=O)c1cc2cc(Cl)ccc2[nH]1', 0.8666666666666667), ('O=C(c1cc2cc(Cl)ccc2[nH]1)C(F)(F)F', 0.75), ('O=C(c1cc2cc(Cl)ccc2[nH]1)n1ccnc1', 0.7272727272727273)]",CON(C)C(=O)c1cc2cc(Cl)ccc2[nH]1
22383,2.9261302000001708,"[('COc1ccc(Oc2cccc(CN3CCC(c4cccc(SCC(C)C)c4)CC3)c2)cc1', 0.835820895522388), ('COc1ccc(Oc2cccc(CN3CCC(c4cccc(CNC(C)C)c4)CC3)c2)cc1', 0.835820895522388), ('COc1ccc(Oc2cccc(CN3CCC(c4cccc(C(O)C(C)C)c4)CC3)c2)cc1', 0.835820895522388)]",COc1ccc(Oc2cccc(CN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2)cc1
29947,0.0006003999998938,"[('CCC(=O)Nc1cc(F)cc(OC2CCN(C)CC2)c1', 0.8421052631578947), ('CCC(O)c1cc(F)cc(OC2CCN(C)CC2)c1', 0.8108108108108109), ('CCNC(=O)c1cc(F)cc(OC2CCN(C)CC2)c1', 0.7894736842105263)]",CN1CCC(Oc2cc(F)cc([N+](=O)[O-])c2)CC1
47803,0.0710367199999382,"[('COc1ccc(C(=O)Nc2ccc(C(CC(=O)O)NC(=O)C(C)(C)C)cc2)cc1OC', 0.6031746031746031), ('COc1ccc(C(=O)Nc2ccc(CC(NC(=O)C(C)(C)C)C(=O)O)cc2)cc1OC', 0.6031746031746031), ('COc1ccc(C(=O)Nc2ccc(Oc3ccccc3NC(=O)C(C)(C)C)cc2)cc1OC', 0.5846153846153846)]",COc1ccc(C(=O)Nc2ccc(C3(CNC(=O)C(C)(C)C)CCCC3)cc2)cc1OC
2066,0.001402760000019,"[('C=CCCCCCCCCCCCCCCNc1ccc(CC(N)=O)cc1', 0.9629629629629629), ('C#CCCCCCCCCCCCCCCNc1ccc(CC(N)=O)cc1', 0.9629629629629629), ('NC(=O)Cc1ccc(NCCCCCCCCCCCCCCCC2CO2)cc1', 0.9285714285714286)]",CCCCCCCCCCCCCCCCNc1ccc(CC(N)=O)cc1
10755,10.171503239999948,"[('N=C(N)SCc1c2ccccc2c(-c2ccccc2)c2ccc(-c3ccc(-c4ccc5c(c4)nc(-c4ccccc4)n5-c4ccccc4)cc3)cc12', 0.8952380952380953), ('CN(C)N=Cc1c2ccccc2c(-c2ccccc2)c2ccc(-c3ccc(-c4ccc5c(c4)nc(-c4ccccc4)n5-c4ccccc4)cc3)cc12', 0.8952380952380953), ('CCOC(=O)C=Cc1c2ccccc2c(-c2ccccc2)c2ccc(-c3ccc(-c4ccc5c(c4)nc(-c4ccccc4)n5-c4ccccc4)cc3)cc12', 0.8785046728971962)]",c1ccc(-c2c3ccccc3c(-c3ccccc3)c3cc(-c4ccc(-c5ccc6c(c5)nc(-c5ccccc5)n6-c5ccccc5)cc4)ccc23)cc1
24471,0.0009052199999132,"[('CN(CCO)c1cc(C=C2SC(=O)NC2=O)ccc1[N+](=O)[O-]', 0.9523809523809523), ('O=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)S1', 0.8292682926829268), ('COC(=O)c1cc(C=C2SC(=O)NC2=O)ccc1[N+](=O)[O-]', 0.8292682926829268)]",CCNc1cc(C=C2SC(=O)NC2=O)ccc1[N+](=O)[O-]
35745,0.000770619999912,"[('O=[N+]([O-])c1ccc(OCCO)nc1', 0.7692307692307693), ('O=C(O)CNc1ncccc1[N+](=O)[O-]', 0.6666666666666666), ('O=C(O)CSc1ncccc1[N+](=O)[O-]', 0.6666666666666666)]",O=[N+]([O-])c1cccnc1OCCO
24601,0.0273927999999614,"[('CC(C)(CCc1ccc(Oc2ccc(C(N)=O)cc2)cc1)NC[C@H](O)COC1CCCCO1', 0.8615384615384616), ('CC(C)(CCc1ccc(Oc2ccc(C(N)=O)cc2)cc1)NC[C@H](O)COCCOCC1CO1', 0.8181818181818182), ('CC(C)N(Cc1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)COc1cn[nH]c1', 0.5483870967741935)]",CC(C)(CCc1ccc(Oc2ccc(C(N)=O)cc2)cc1)NC[C@H](O)COc1cn[nH]c1
2007,0.0017677400001957,"[('CCCCC#CCCCCCCCC=CCC(CCCCCC)OC', 0.8163265306122449), ('CCCCCCC(CC=CCCCCCCCNCCC)OC', 0.8085106382978723), ('CCCCCCC(CC=CCCCCCCCC1(C)OCCO1)OC', 0.7755102040816326)]",CCCCCCC(CC=CCCCCCCCC(=O)OCC)OC
19541,0.0013575000000855,"[('CCNC(=S)NS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCCNC4=O)n2)cc1', 0.9090909090909091), ('CCOC=NS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCCNC4=O)n2)cc1', 0.8923076923076924), ('CC(C)C=NNS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCCNC4=O)n2)cc1', 0.8787878787878788)]",CCN(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCCNC4=O)n2)cc1
39667,0.0005450000000564,"[('C=C(C)CCOc1nc(N)c(C(F)(F)F)cc1Cl', 0.8823529411764706), ('CC(Cl)=CCOc1nc(N)c(C(F)(F)F)cc1Cl', 0.8823529411764706), ('CC(COc1nc(N)c(C(F)(F)F)cc1Cl)=NO', 0.8823529411764706)]",C#CCOc1nc(N)c(C(F)(F)F)cc1Cl
5626,0.0390472400002181,"[('CC(C)(C)[SiH2]OC(C)(C)C1CC(O)(C#Cc2cccs2)CCO1', 0.8), ('CCOC(=O)C#CC1(O)CCOC(C(C)(C)O[SiH2]C(C)(C)C)C1', 0.8), ('CCN(CC)CC#CC1(O)CCOC(C(C)(C)O[SiH2]C(C)(C)C)C1', 0.782608695652174)]",CC(C)(C)[SiH2]OC(C)(C)C1CC(O)(C#C[Si](C)(C)C)CCO1
46676,0.0002086999998027,"[('COC(=O)C=C(C)N', 0.2222222222222222), ('CCCC(N)C(=O)OC', 0.21052631578947367), ('COC(=O)C(N)C(C)C', 0.21052631578947367)]",COc1cc(N)ccc1C
1477,0.001350739999998,"[('N#CC(c1ccc(N2CCC(=O)CC2)cc1)N1CCOCC1', 0.9523809523809523), ('O=C1CCN(c2ccc(CNc3ccc(Br)cc3)cc2)CC1', 0.6666666666666666), ('O=C1CCN(c2ccc(COc3ccc(Br)cc3)cc2)CC1', 0.6666666666666666)]",O=C1CCN(c2ccc(CN3CCOCC3)cc2)CC1
42254,0.0006466400000135,"[('CSC(=S)Nc1cccc(-c2ccc(Cl)c(C(N)=O)c2)n1', 0.9), ('CC(=O)NNc1cccc(-c2ccc(Cl)c(C(N)=O)c2)n1', 0.85), ('COC(=N)c1cccc(-c2ccc(Cl)c(C(N)=O)c2)n1', 0.8205128205128205)]",CN(C)c1cccc(-c2ccc(Cl)c(C(N)=O)c2)n1
44986,0.0601939200000742,"[('CC(C)(C)OC(=O)n1c(-c2cccc3c2C(=O)NC3)cc2cc(CNCc3ccccc3)ccc21', 0.9859154929577465), ('O=C1NCc2c(Cl)ccc(-c3cc4cc(CNCc5ccccc5)ccc4n3C(=O)OC3CCCCC3)c21', 0.8648648648648649), ('CC(C)(C)OC(=O)n1c(-c2ccc(Cl)c3c2C(=O)NC3)cc2cc(C=Cc3ccccc3)ccc21', 0.7887323943661971)]",CC(C)(C)OC(=O)n1c(-c2ccc(Cl)c3c2C(=O)NC3)cc2cc(CNCc3ccccc3)ccc21
39359,18.749174460000084,"[('O=S1CCN(c2nc(N3CCNCC3)nc3c(SCc4ccccc4Cl)ncnc23)CC1', 0.96875), ('O=S1CCN(c2nc(N3CCNCC3)nc3c(SCc4c(Cl)cccc4Cl)ncnc23)CC1', 0.9538461538461539), ('O=S1CCN(c2nc(N3CCNCC3)nc3c(SCc4cc(Cl)ccn4)ncnc23)CC1', 0.8125)]",O=S1CCN(c2nc(N3CCNCC3)nc3c(SCc4ccc(Cl)cc4)ncnc23)CC1
4349,0.0027256399999714,"[('Cc1ccc(CCC(=O)N2C[C@H](C)N(Cc3ccc(F)cc3)C[C@H]2C)c(OC(C)C(=O)O)c1', 0.9846153846153847), ('Cc1ccc(CCC(=O)N2C[C@H](C)N(Cc3ccc(F)cc3)C[C@H]2C)c(OC(C)(C)C(=O)O)c1', 0.9696969696969697), ('Cc1ccc(CCC(=O)N2C[C@H](C)N(Cc3ccc(F)cc3)C[C@H]2C)c(OP(=O)(O)O)c1', 0.875)]",Cc1ccc(CCC(=O)N2C[C@H](C)N(Cc3ccc(F)cc3)C[C@H]2C)c(OCC(=O)O)c1
40202,0.0009176999999908,"[('CC(Cn1cc(-c2ccccc2)c2ccccc2c1=O)NC=O', 0.9787234042553191), ('CC(Cn1cc(-c2ccccc2)c2ccccc2c1=O)NC(=O)CC#N', 0.96), ('CCOC(=O)NC(C)Cn1cc(-c2ccccc2)c2ccccc2c1=O', 0.92)]",CC(=O)NC(C)Cn1cc(-c2ccccc2)c2ccccc2c1=O
19190,0.0022562800000741,"[('Cc1cc(CNC(=O)c2ccc3nc(C(F)(F)F)cc(N4CC[C@H](O)C4)c3c2)c(F)cc1NS(C)(=O)=O', 0.9866666666666667), ('Cc1cc([C@@H](C)NC(=O)c2ccc3nc(C(F)(F)F)cc(N4CC[C@H](O)C4)c3c2)c(F)cc1N=C=S', 0.918918918918919), ('Cc1cc([C@@H](C)NC(=O)c2ccc3nc(C(F)(F)F)cc(N4CC[C@H](O)C4)c3c2)c(F)cc1CSC(=N)N', 0.868421052631579)]",Cc1cc([C@@H](C)NC(=O)c2ccc3nc(C(F)(F)F)cc(N4CC[C@H](O)C4)c3c2)c(F)cc1NS(C)(=O)=O
23736,0.001103299999977,"[('Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(Cn2cccn2)CC1', 0.8363636363636363), ('Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(Cc2ccco2)CC1', 0.8363636363636363), ('Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(Cc2cccs2)CC1', 0.8363636363636363)]",Cc1ccccc1Sc1ccc2c(c1)OCC21CCN(CCC(=O)O)CC1
35338,0.0021196399998189,"[('C=CC(=O)N1CCc2c(sc(C)c2CCN2CCC(c3nn(-c4ccc(F)cc4)c4cc(F)ccc34)CC2)C1', 0.987012987012987), ('Cc1sc2c(c1CCN1CCC(c3nn(-c4ccc(F)cc4)c4cc(F)ccc34)CC1)CCN(C=O)C2', 0.9866666666666667), ('Cc1sc2c(c1CCN1CCC(c3nn(-c4ccc(F)cc4)c4cc(F)ccc34)CC1)CCN(C(=O)CC#N)C2', 0.9743589743589743)]",CC(=O)N1CCc2c(sc(C)c2CCN2CCC(c3nn(-c4ccc(F)cc4)c4cc(F)ccc34)CC2)C1
40861,0.0013333600003534,"[('C=CC(O)c1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccn3)c2c1', 0.9117647058823529), ('CC(=NO)c1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccn3)c2c1', 0.9117647058823529), ('CCC(O)c1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccn3)c2c1', 0.9117647058823529)]",COc1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccn3)c2c1
33862,0.0156152399999882,"[('CCSC(=S)NCC(O)c1cc(Br)c(N)c(C#N)c1', 0.7567567567567568), ('CC(N)C(=O)NCC(O)c1cc(Br)c(N)c(C#N)c1', 0.7567567567567568), ('COC(=O)CCNCC(O)c1cc(Br)c(N)c(C#N)c1', 0.7368421052631579)]",N#Cc1cc(C(O)CNC2CCC2)cc(Br)c1N
10465,0.0012422400000104,"[('CCOc1ccc2c(c1)C[C@@H](NC(=O)[C@H](O)c1ccc3c(c1)COC(C)(C)O3)CC2', 0.9655172413793104), ('C=CCc1ccc2c(c1)C[C@@H](NC(=O)[C@H](O)c1ccc3c(c1)COC(C)(C)O3)CC2', 0.9310344827586207), ('CC1(C)OCc2cc([C@@H](O)C(=O)N[C@H]3CCc4ccc(CCCl)cc4C3)ccc2O1', 0.9310344827586207)]",CC1(C)OCc2cc([C@@H](O)C(=O)N[C@H]3CCc4ccc(O)cc4C3)ccc2O1
14950,0.030774139999994,"[('CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(N(C)N=Nc4ccc(F)c(F)c4)cc3)cc2C1=O', 0.7246376811594203), ('CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(C=Nc4ccc(F)c(F)c4)cc3)cc2C1=O', 0.6865671641791045), ('CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(CN=Cc4ccc(F)c(F)c4)cc3)cc2C1=O', 0.6764705882352942)]",CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(NC(=O)c4ccc(F)c(F)c4)cc3)cc2C1=O
11088,0.0019354200001544,"[('CN1C(=O)Cn2cc(C(=O)NCc3ccc(C4CO4)cc3)c(=O)c3cc(I)cc1c32', 0.9310344827586207), ('CN1C(=O)Cn2cc(C(=O)NCc3ccc(C=CBr)cc3)c(=O)c3cc(I)cc1c32', 0.9310344827586207), ('CC#Cc1ccc(CNC(=O)c2cn3c4c(cc(I)cc4c2=O)N(C)C(=O)C3)cc1', 0.9310344827586207)]",CN1C(=O)Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(I)cc1c32
18819,0.0070223800001258,"[('C=CCCC(=O)N(C)Cc1cc(CO)ccc1Oc1ccc(Cl)c(Cl)c1', 0.8301886792452831), ('CN(Cc1cc(CO)ccc1Oc1ccc(Cl)c(Cl)c1)C(=O)c1ccco1', 0.8148148148148148), ('CN(Cc1cc(CO)ccc1Oc1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1Br', 0.7857142857142857)]",CN(Cc1cc(CO)ccc1Oc1ccc(Cl)c(Cl)c1)C(=O)OC(C)(C)C
34302,0.0016343799999958,"[('CCCOc1ccc(C2=CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1', 0.9166666666666666), ('CCCCc1ccc(C2=CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1', 0.9166666666666666), ('COCCc1ccc(C2=CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1', 0.9166666666666666)]",CSc1ccc(C2=CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1
9559,0.0015047399999275,"[('CC(C)NC(C)C(=O)c1cccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2c(F)cc(F)cc2F)c1', 0.8333333333333334), ('CC(C)CCOc1cccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2c(F)cc(F)cc2F)c1', 0.8285714285714286), ('CCC(CC)=NNc1cccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2c(F)cc(F)cc2F)c1', 0.8169014084507042)]",C[Si](C)(C)C#Cc1cccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2c(F)cc(F)cc2F)c1
42058,0.0019229399999858,"[('COC(=O)[C@H](CC(F)(F)Cc1ccccc1)NC(=O)c1cccc(Br)c1', 0.7450980392156863), ('COC(=O)[C@H](CC(F)(F)Cc1ccccc1)NC(=O)c1ccc(Br)cc1', 0.7450980392156863), ('COC(=O)[C@H](CC(F)(F)Cc1ccccc1)NC(=O)c1ccccc1Br', 0.7450980392156863)]",COC(=O)[C@H](CC(F)(F)Cc1ccccc1)NC(=O)N1CCOCC1
31717,0.0007687400001486,"[('CN1C2CCC1CC(c1c[nH]c3ccccc13)C2', 0.972972972972973), ('CN1C2CCC1CC(c1c[nH]c3cc(C=NO)ccc13)C2', 0.9), ('CCOc1ccc2c(C3CC4CCC(C3)N4C)c[nH]c2c1', 0.9)]",CN1C2CCC1CC(c1c[nH]c3cc(F)ccc13)C2
7932,0.0011195000000043,"[('CCCCSCC(NC(=O)OC(C)(C)C)C(=O)O', 0.7647058823529411), ('C=C(C)CC(NC(=O)C(C)Br)C(=O)O', 0.7333333333333333), ('C=C(C)CC(NC(=O)C(N)C(C)C)C(=O)O', 0.6875)]",C=C(C)CC(NC(=O)OC(C)(C)C)C(=O)O
